enchantmentID,enchSortOrder,enchGroup,enchName,enchShortName,enchBonusType,enchEffect,enchCannithMinLevel,enchAugmentMinLevel,enchDesc,enchSupercededBy,allEnch,basic,nonscaling,forMeleeDmg,forRangedDmg,forACDefence,forResistDefence,forHitPoints,forAlchemist,forArtificer,forBarbarian,forBard,forCleric,forDruid,forFavoredSoul,forFighter,forMonk,forPaladin,forRanger,forRogue,forSorcerer,forWarlock,forWizard,enchNotes,createBy,createTime,updateBy,updateTime
2800,11648,"Saving Throws (Will)",Will,Will,Enhancement,"Saves (Will)",0,100,"Enhancement bonus to Will Saving Throws",NULL,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2810,11712,Skill,Persuasion,Persuasion,Competancy,"Charisma Skills",1,100,"+3 Competancy bonus to ALL Charisma Skills",NULL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2820,11776,Skill,"Skill (Balance)",Balance,Enhancement,Balance,0,0,"Enhancement bonus to Balance",NULL,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2830,11840,Skill,"Skill (Bluff)",Bluff,Enhancement,Bluff,0,0,"Enhancement bonus to Bluff",NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2840,11904,Skill,"Skill (Concentration)",Concentration,Enhancement,Concentration,0,0,"Enhancement bonus to Concentration",NULL,1,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,8,0,8,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2850,11968,Skill,"Skill (Diplomacy)",Diplomacy,Enhancement,Diplomacy,0,0,"Enhancement bonus to Diplomacy",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2860,12032,Skill,"Skill (Disable Device)","Disable Device",Enhancement,"Disable Device",0,0,"Enhancement bonus to Disable Device",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2870,12096,Skill,"Skill (Haggle)",Haggle,Enhancement,Haggle,0,0,"Enhancement bonus to Haggle",NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2880,12160,Skill,"Skill (Heal)",Heal,Enhancement,Heal,0,0,"Enhancement bonus to Heal",NULL,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2890,12224,Skill,"Skill (Hide)",Hide,Enhancement,Hide,0,0,"Enhancement bonus to Hide",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2900,12288,Skill,Blueshine,Blueshine,Competance,Hide,1,100,"+3 Competance bonus to Hide",NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2910,12352,Skill,"Skill (Intimidate)",Intimidate,Enhancement,Intimidate,0,0,"Enhancement bonus to Intimidate",NULL,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2920,12416,Skill,"Skill (Jump)",Jump,Enhancement,Jump,0,0,"Enhancement bonus to Jump",NULL,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,8,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2930,12480,Skill,"Skill (Listen)",Listen,Enhancement,Listen,0,0,"Enhancement bonus to Listen",NULL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2940,12544,Skill,"Skill (Move Silently)","Move Silently",Enhancement,"Move Silently",0,0,"Enhancement bonus to Move Silently",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2950,12608,Skill,"Skill (Open Lock)","Open Lock",Enhancement,"Open Lock",0,0,"Enhancement bonus to Open Lock",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2960,12672,Skill,"Skill (Perform)",Perform,Enhancement,Perform,0,0,"Enhancement bonus to Perform (A.K.A. Songblade)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2980,12800,Skill,"Skill (Repair)",Repair,Enhancement,Repair,0,0,"Enhancement bonus to Repair",NULL,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
2990,12864,Skill,"Skill (Search)",Search,Enhancement,Search,0,0,"Enhancement bonus to Search",NULL,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3000,12928,Skill,Spellsight,Spellsight,Enhancement,Spellcraft,0,0,"Enhancement bonus to Spellcraft",NULL,1,0,0,0,0,0,0,0,0,10,0,0,32,0,0,0,0,5,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3010,12992,Skill,"Skill (Spot)",Spot,Enhancement,Spot,0,0,"Enhancement bonus to Spot",NULL,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3020,13056,Skill,"Skill (Swim)",Swim,Enhancement,Swim,0,0,"Enhancement bonus to Swim",NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3030,13120,Skill,"Skill (Tumble)",Tumble,Enhancement,Tumble,0,0,"Enhancement bonus to Tumble",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3040,13184,Skill,"Skill (Use Magic Device)",UMD,Enhancement,UMD,0,0,"Enhancement bonus to UMD",NULL,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3050,13248,Skill,"Insightful Skill (Balance)","Ins. Balance",Insight,Balance,10,100,"Insight bonus to Balance",NULL,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3060,13312,Skill,"Insightful Skill (Bluff)","Ins. Bluff",Insight,Bluff,10,100,"Insight bonus to Bluff",NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3070,13376,Skill,"Insightful Skill (Concentration)","Ins. Concentration",Insight,Concentration,10,100,"Insight bonus to Concentration",NULL,1,0,0,0,1,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,8,0,8,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3080,13440,Skill,"Insightful Skill (Diplomacy)","Ins. Diplomacy",Insight,Diplomacy,10,100,"Insight bonus to Diplomacy",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3090,13504,Skill,"Insightful Skill (Disable Device)","Ins. Disable Device",Insight,"Disable Device",10,100,"Insight bonus to Disable Device",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3100,13568,Skill,"Insightful Skill (Haggle)","Ins. Haggle",Insight,Haggle,10,100,"Insight bonus to Haggle",NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3110,13632,Skill,"Insightful Skill (Heal)","Ins. Heal",Insight,Heal,10,100,"Insight bonus to Heal",NULL,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3120,13696,Skill,"Insightful Skill (Hide)","Ins. Hide",Insight,Hide,10,100,"Insight bonus to Hide",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3130,13760,Skill,"Insightful Skill (Intimidate)","Ins. Intimidate",Insight,Intimidate,10,100,"Insight bonus to Intimidate",NULL,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3140,13824,Skill,"Insightful Skill (Jump)","Ins. Jump",Insight,Jump,10,100,"Insight bonus to Jump",NULL,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,8,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3150,13888,Skill,"Insightful Skill (Listen)","Ins. Listen",Insight,Listen,10,100,"Insight bonus to Listen",NULL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3160,13952,Skill,"Insightful Skill (Move Silently)","Ins. Move Silently",Insight,"Move Silently",10,100,"Insight bonus to Move Silently",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3170,14016,Skill,"Insightful Skill (Open Lock)","Ins. Open Lock",Insight,"Open Lock",10,100,"Insight bonus to Open Lock",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3180,14080,Skill,"Insightful Skill (Perform)","Ins. Perform",Insight,Perform,10,100,"Insight bonus to Perform",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3190,14144,Skill,"Insightful Skill (Repair)","Ins. Repair",Insight,Repair,10,100,"Insight bonus to Repair",NULL,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3200,14208,Skill,"Insightful Skill (Search)","Ins. Search",Insight,Search,10,100,"Insight bonus to Search",NULL,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3210,14272,Skill,"Insightful Spellsight","Ins. Spellsight",Insight,Spellcraft,10,100,"Insight bonus to Spellcraft",NULL,1,0,0,0,0,0,0,0,0,5,0,0,32,0,0,0,0,5,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3220,14336,Skill,"Insightful Skill (Spot)","Ins. Spot",Insight,Spot,10,100,"Insight bonus to Spot",NULL,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3230,14400,Skill,"Insightful Skill (Swim)","Ins. Swim",Insight,Swim,10,100,"Insight bonus to Swim",NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3240,14464,Skill,"Insightful Skill (Tumble)","Ins. Tumble",Insight,Tumble,10,100,"Insight bonus to Tumble",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3250,14528,Skill,"Insightful Skill (Use Magic Device)","Ins. UMD",Insight,UMD,10,100,"Insight bonus to UMD",NULL,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3260,14656,"Spell Critical Chance","Spell Lore (Acid)","Acid Lore",Equipment,"Spell Crit Chance (Acid)",0,100,"Equipment bonus to Acid Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3270,14720,"Spell Critical Chance","Spell Lore (Fire)","Fire Lore",Equipment,"Spell Crit Chance (Fire)",0,100,"Equipment bonus to Fire Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3280,14784,"Spell Critical Chance","Spell Lore (Healing)","Healing Lore",Equipment,"Spell Crit Chance (Healing)",0,100,"Equipment bonus to Healing Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3290,14848,"Spell Critical Chance","Spell Lore (Ice)","Ice Lore",Equipment,"Spell Crit Chance (Ice)",0,100,"Equipment bonus to Cold Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3300,14912,"Spell Critical Chance","Spell Lore (Laceration)","Laceration Lore",Equipment,"Spell Crit Chance (Laceration)",0,100,"Equipment bonus to Laceration Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3310,14976,"Spell Critical Chance","Spell Lore (Lightning)","Lightning Lore",Equipment,"Spell Crit Chance (Lightning)",0,100,"Equipment bonus to Electricity Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3320,15040,"Spell Critical Chance","Spell Lore (Radiance)","Radiance Lore",Equipment,"Spell Crit Chance (Radiance)",0,100,"Equipment bonus to Light Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3330,15104,"Spell Critical Chance","Spell Lore (Repair)","Repair Lore",Equipment,"Spell Crit Chance (Repair)",0,100,"Equipment bonus to Repair Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3340,15168,"Spell Critical Chance","Spell Lore (Sonic)","Sonic Lore",Equipment,"Spell Crit Chance (Sonic)",0,100,"Equipment bonus to Sonic Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3350,15232,"Spell Critical Chance","Spell Lore (Void Lore)","Void Lore",Equipment,"Spell Crit Chance (Void)",0,100,"Equipment bonus to Negative Spell Crit Chance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3360,15296,"Spell Critical Chance","Spell Lore (Universal)","Universal Lore",Equipment,"Spell Crit Chance (All)",0,100,"Equipment bonus to All Spell's Crit Chance",NULL,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3370,15360,"Spell DC","Spell Focus (Abjuration)","Abjuration Focus",Equipment,"Spell DC (Abjuration)",0,0,"Equipment bonus to Spell DC (Abjuration)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3380,15424,"Spell DC","Spell Focus (Conjuration)","Conjuration Focus",Equipment,"Spell DC (Conjuration)",0,0,"Equipment bonus to Spell DC (Conjuration)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3390,15488,"Spell DC","Spell Focus (Divination)","Divination Focus",Equipment,"Spell DC (Divination)",0,0,"Equipment bonus to Spell DC (Divination)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3400,15552,"Spell DC","Spell Focus (Enchantment)","Enchantment Focus",Equipment,"Spell DC (Enchantment)",0,0,"Equipment bonus to Spell DC (Enchantment)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3410,15616,"Spell DC","Spell Focus (Evocation)","Evocation Focus",Equipment,"Spell DC (Evocation)",0,0,"Equipment bonus to Spell DC (Evocation)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3420,15680,"Spell DC","Spell Focus (Illusion)","Illusion Focus",Equipment,"Spell DC (Illusion)",0,0,"Equipment bonus to Spell DC (Illusion)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3430,15744,"Spell DC","Spell Focus (Necromancy)","Necromancy Focus",Equipment,"Spell DC (Necromancy)",0,0,"Equipment bonus to Spell DC (Necromancy)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3440,15808,"Spell DC","Spell Focus (Transmutation)","Transmutation Focus",Equipment,"Spell DC (Transmutation)",0,0,"Equipment bonus to Spell DC (Transmutation)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3450,15872,"Spell DC","Spell Focus Mastery","Spell Focus Mastery",Equipment,"Spell DC (All)",0,0,"Equipment bonus to ALL Spell DCs",NULL,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,16,0,16,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3460,15936,"Spell DC","Insightful Spell Focus (Abjuration)","Ins. Abjuration Focus",Insight,"Spell DC (Abjuration)",10,100,"Insight bonus to Spell DC (Abjuration)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3470,16000,"Spell DC","Insightful Spell Focus (Conjuration)","Ins. Conjuration Focus",Insight,"Spell DC (Conjuration)",10,100,"Insight bonus to Spell DC (Conjuration)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3480,16064,"Spell DC","Insightful Spell Focus (Divination)","Ins. Divination Focus",Insight,"Spell DC (Divination)",10,100,"Insight bonus to Spell DC (Divination)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3490,16128,"Spell DC","Insightful Spell Focus (Enchantment)","Ins. Enchantment Focus",Insight,"Spell DC (Enchantment)",10,100,"Insight bonus to Spell DC (Enchantment)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3500,16192,"Spell DC","Insightful Spell Focus (Evocation)","Ins. Evocation Focus",Insight,"Spell DC (Evocation)",10,100,"Insight bonus to Spell DC (Evocation)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3510,16256,"Spell DC","Insightful Spell Focus (Illusion)","Ins. Illusion Focus",Insight,"Spell DC (Illusion)",10,100,"Insight bonus to Spell DC (Illusion)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3520,16320,"Spell DC","Insightful Spell Focus (Necromancy)","Ins. Necromancy Focus",Insight,"Spell DC (Necromancy)",10,100,"Insight bonus to Spell DC (Necromancy)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3530,16384,"Spell DC","Insightful Spell Focus (Transmutation)","Ins. Transmutation Focus",Insight,"Spell DC (Transmutation)",10,100,"Insight bonus to Spell DC (Transmutation)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3540,16400,Speed,Striding/Speed,Striding,Enhancement,Speed,0,0,"Enhancement bonus to Movement and (at high Min Levels) Combat Speed",NULL,1,8,0,16,16,4,2,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3550,16448,"Spell Effect","Feather Fall","Feather Fall",Enhancement,Featherfall,1,4,"Confers Featherfall",NULL,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3555,16449,Special,"Master's Gift","Master's Gift",Enhancement,XP,100,0,"Enhancement bonus to XP",NULL,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3560,16512,"Spell Effect","True Sight","True Sight",Enhancement,"True Seeing",1,100,"Confers True Seeing",NULL,1,2,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3570,16576,"Spell Effect","Underwater Action",US,Enhancement,"Underwater Action",1,4,"Confers Underwater Action",NULL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3580,16640,"Spell Points",Wizardry,Wizardry,Enhancement,"Spell Points",0,0,"Enhancement bonus to Spell Points",NULL,1,0,0,0,0,0,0,0,0,20,0,0,32,0,0,0,0,5,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3590,16704,"Spell Points","Insightful Wizardry","Ins. Wizardry",Insight,"Spell Points",10,100,"Insight bonus to Spell Points",NULL,1,0,0,0,0,0,0,0,0,5,0,0,32,0,0,0,0,3,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3600,16768,"Spell Points","Efficient Metamagic (Empower Healing)","Efficient Emp. Heal",Enhancement,"Eff. Empower Heal",2,100,"Reduces Cost of Empower Heal",NULL,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3610,16832,"Spell Points","Efficient Metamagic (Empower)","Efficient Empower",Enhancement,"Eff. Empower",2,100,"Reduces Cost of Empower Spell",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,8,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3620,16896,"Spell Points","Efficient Metamagic (Enlarge)","Efficient Enlarge",Enhancement,"Eff. Enlarge",2,100,"Reduces Cost of Enlarge Spell",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3630,16960,"Spell Points","Efficient Metamagic (Extend)","Efficient Extend",Enhancement,"Eff. Extend",2,100,"Reduces Cost of Extend Spell",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3640,17024,"Spell Points","Efficient Metamagic (Maximize)","Efficient Maximize",Enhancement,"Eff. Maximize",2,100,"Reduces Cost of Maximize Spell",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,8,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3650,17088,"Spell Power (Damage)",Potency,Potency,Equipment,"Spell Power (All)",0,100,"Equipment bonus to Spell Power (All)",NULL,1,0,0,0,0,0,0,0,0,20,0,0,32,0,20,0,0,5,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3660,17152,"Spell Power (Damage)","Spell Power (Combustion)","SP Combustion",Equipment,"Spell Power (Combustion)",0,0,"Equipment bonus to Spell Power (Combustion)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3670,17216,"Spell Power (Damage)","Spell Power (Corrosion)","SP Corrosion",Equipment,"Spell Power (Corrosion)",0,0,"Equipment bonus to Spell Power (Corrosion)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3680,17280,"Spell Power (Damage)","Spell Power (Devotion)","SP Devotion",Equipment,"Spell Power (Devotion)",0,0,"Equipment bonus to Spell Power (Devotion)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
